id,voted16,trump16,clinton16,voted12,obama12,romney12,democrat,republican,liberal,conservative,age,female,white,black,hispanic,asian,income100,church,south,apprentice,homealone2
938,1,1,0,1,0,1,0,0,0,1,59,0,1,0,0,0,0,0,0,0,0
939,1,0,1,1,1,0,0,0,0,0,43,0,1,0,0,0,1,0,0,0,1
940,0,0,0,0,0,0,1,0,0,1,27,0,0,1,0,0,0,1,0,0,0
941,1,1,0,1,0,1,0,1,0,1,46,0,1,0,0,0,0,0,1,0,0
942,1,1,0,1,0,0,0,0,0,1,60,0,1,0,0,0,0,0,0,0,0
943,1,1,0,1,0,1,0,1,0,1,59,1,1,0,0,0,0,0,0,0,0
944,0,0,0,1,1,0,0,0,1,0,37,1,0,0,0,0,0,0,0,0,0
945,1,1,0,1,0,1,0,0,0,1,62,1,1,0,0,0,1,0,0,1,1
946,0,0,0,1,0,0,0,0,0,0,23,1,1,0,0,0,0,1,1,1,1
947,0,0,0,1,0,1,0,1,0,1,63,1,1,0,0,0,0,1,0,0,0
948,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0
949,0,0,0,1,1,0,0,0,0,1,44,1,0,1,0,0,0,1,1,0,0
950,0,0,0,0,0,0,1,0,0,0,62,1,1,0,0,0,0,0,0,0,0
951,0,0,0,1,0,1,0,0,0,0,47,0,1,0,0,0,0,0,0,0,1
952,1,1,0,1,0,1,0,0,0,1,60,0,1,0,0,0,0,1,0,0,1
953,0,0,0,1,0,1,0,1,0,1,42,1,1,0,0,0,0,1,1,0,1
954,1,1,0,1,1,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,1
955,0,0,0,0,0,0,0,1,0,1,19,0,0,1,0,0,0,1,0,0,1
956,1,0,1,1,1,0,1,0,1,0,60,0,1,0,0,0,0,0,0,1,1
957,1,0,0,1,1,0,1,0,1,0,70,0,1,0,0,0,0,0,0,1,0
958,0,0,0,1,1,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0
959,1,1,0,1,0,1,0,1,0,1,64,1,1,0,0,0,0,1,1,1,1
960,1,1,0,1,0,1,0,1,0,1,72,0,1,0,0,0,0,0,0,0,1
961,1,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,1,0,0
962,1,0,0,1,0,1,0,0,0,0,43,0,1,0,0,0,0,0,0,0,1
963,1,1,0,1,0,1,0,0,0,1,65,1,1,0,0,0,0,1,0,0,0
964,0,0,0,0,0,0,0,0,0,0,41,1,0,1,0,0,0,0,1,0,0
965,1,0,0,1,0,1,0,0,0,1,49,1,1,0,0,0,0,1,0,0,1
966,0,0,0,1,1,0,1,0,1,0,26,0,0,0,0,0,0,0,0,0,1
967,1,1,0,1,0,1,0,0,0,1,53,0,1,0,0,0,0,0,0,0,0
968,1,0,1,1,1,0,0,0,0,0,50,0,1,0,0,0,0,1,0,0,0
969,1,0,0,1,0,0,0,0,1,0,40,0,1,0,0,0,0,0,0,0,1
970,1,0,0,1,0,0,1,0,1,0,33,0,1,0,0,0,0,1,0,1,1
971,0,0,0,0,0,0,0,0,0,1,62,1,1,0,0,0,0,0,1,0,0
972,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,0,1,1,0
973,1,1,0,1,0,1,0,0,0,1,44,0,1,0,0,0,1,1,1,1,1
974,0,0,0,1,1,0,1,0,1,0,65,1,1,0,0,0,0,0,0,0,1
975,0,0,0,0,0,0,0,0,1,0,20,1,1,0,0,0,0,0,1,1,0
976,0,0,0,1,0,1,0,0,0,1,72,0,1,0,0,0,0,1,0,0,1
977,0,0,0,1,1,0,1,0,1,0,29,1,1,0,0,0,0,1,1,0,0
978,0,0,0,1,1,0,0,0,0,1,44,1,0,0,1,0,0,0,1,1,1
979,0,0,0,1,1,0,1,0,1,0,52,1,1,0,0,0,1,0,0,1,1
980,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,1,1,1,0,0,0
981,1,1,0,1,0,1,0,1,0,1,64,1,1,0,0,0,0,0,1,0,0
982,0,0,0,1,1,0,1,0,0,1,31,0,1,0,0,0,1,1,0,0,0
983,0,0,0,0,0,0,1,0,1,0,48,0,1,0,0,0,1,0,0,0,1
984,0,0,0,0,0,0,0,1,0,0,32,0,1,0,0,0,1,0,0,1,0
985,0,0,0,1,1,0,1,0,1,0,29,0,1,0,0,0,0,1,0,0,1
986,1,1,0,1,0,1,0,1,0,1,64,0,1,0,0,0,1,0,0,0,0
987,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,1,1,0,1,0,1
988,1,0,1,1,1,0,0,0,0,0,64,1,1,0,0,0,0,1,1,0,1
989,0,0,0,0,0,0,0,0,0,0,55,0,1,0,0,0,0,0,1,0,1
990,1,1,0,1,1,0,0,0,0,1,55,0,0,1,0,0,0,0,0,0,0
991,1,0,1,1,1,0,0,0,0,0,67,0,1,0,0,0,1,0,1,0,1
992,1,0,1,1,1,0,0,0,0,0,48,0,1,0,0,0,0,0,0,1,1
993,1,1,0,1,0,1,0,0,0,1,43,0,1,0,0,0,1,0,0,0,1
994,0,0,0,0,0,0,0,1,1,0,45,0,1,0,0,0,0,0,0,0,1
995,1,0,0,0,0,0,1,0,0,1,33,0,1,0,0,0,0,0,0,0,0
996,0,0,0,1,1,0,1,0,1,0,53,0,1,0,0,0,0,0,0,0,1
997,1,0,1,1,0,0,0,0,0,0,40,1,1,0,0,0,0,1,1,0,0
998,0,0,0,1,0,1,0,0,0,0,47,1,1,0,0,0,1,0,0,0,1
999,1,0,1,1,1,0,1,0,1,0,66,1,1,0,0,0,0,0,0,0,0
1000,0,0,0,1,1,0,1,0,0,0,30,1,1,0,0,0,0,0,1,0,1
